Epoch,E2W_COR_FLUX
2019-02-06 00:39:00,1525.8009
2019-02-06 00:40:00,1567.5582
2019-02-06 00:41:00,1558.0095
2019-02-06 00:42:00,1523.8119
2019-02-06 00:43:00,1520.3384
2019-02-06 00:44:00,1523.8125
2019-02-06 00:45:00,1564.1698
2019-02-06 00:46:00,1520.1068
2019-02-06 00:47:00,1462.3097
2019-02-06 00:48:00,1604.9825
2019-02-06 00:49:00,1541.429
2019-02-06 00:50:00,1525.7134
2019-02-06 00:51:00,1501.2933
2019-02-06 00:52:00,1540.3386
2019-02-06 00:53:00,1464.1714
2019-02-06 00:54:00,1476.2621
2019-02-06 00:55:00,1475.4069
2019-02-06 00:56:00,1496.2653
2019-02-06 00:57:00,1495.2526
2019-02-06 00:58:00,1520.015
2019-02-06 00:59:00,1515.8284
2019-02-06 01:00:00,1478.0215
2019-02-06 01:01:00,1481.5886
2019-02-06 01:02:00,1457.5299
2019-02-06 01:03:00,1499.9618
2019-02-06 01:04:00,1497.706
2019-02-06 01:05:00,1492.9945
2019-02-06 01:06:00,1457.9565
2019-02-06 01:07:00,1479.6013
2019-02-06 01:08:00,1463.4006
2019-02-06 01:09:00,1436.1606
2019-02-06 01:10:00,1437.8864
2019-02-06 01:11:00,1467.6534
2019-02-06 01:12:00,1456.6163
2019-02-06 01:13:00,1413.6847
2019-02-06 01:14:00,1435.5782
2019-02-06 01:15:00,1455.0695
2019-02-06 01:16:00,1429.4348
2019-02-06 01:17:00,1435.6106
2019-02-06 01:18:00,1359.8619
2019-02-06 01:19:00,1407.8016
2019-02-06 01:20:00,1428.2499
2019-02-06 01:21:00,1414.1406
2019-02-06 01:22:00,1429.8015
2019-02-06 01:23:00,1393.3228
2019-02-06 01:24:00,1410.7301
2019-02-06 01:25:00,1405.7676
2019-02-06 01:26:00,1413.5846
2019-02-06 01:27:00,1389.2448
2019-02-06 01:28:00,1405.5847
2019-02-06 01:29:00,1414.7743
